source,section,family,record_kind,scenario,k,method,objective_kind,status,fingerprint,start_policy,operating_mode,horizon,warmup,validation,time_limit,variables,rows,movement_variables,passenger_variables,build_seconds,network_seconds,prepare_seconds,solve_seconds,served,unserved,relative_gap,termination,timestamp,git_commit,root_lp_certified,ub,ub_field,lb,lb_field,time,time_field,waiting,maximum_wait_seconds,diagnostic_headway_feasible,diagnostic_headway_violation_count,exported_trajectory_count,objective_semantics,curve_basis,curve_samples,curve_units,first_ub,first_ub_time,first_lb,last_ub_improvement_time,last_lb_improvement_time,curve_end,curve_best_ub,curve_best_lb,ub_improvements,ub_at_30s,lb_at_30s,ub_at_60s,lb_at_60s,ub_at_120s,lb_at_120s,ub_at_300s,lb_at_300s,solver_policy_time_limit_seconds,solver_policy_threads,ub_at_600s,lb_at_600s,ub_at_1800s,lb_at_1800s,ub_at_3600s,lb_at_3600s,model_stats_variables,model_stats_constraints,primary_lower_bound,primary_upper_bound,secondary_lower_bound,secondary_upper_bound
benchmarks/output/combined_formulations_20260715/results/20260715T112001Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85.json,root,combined_formulations_20260715,result_document,three_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,74734,166756,,,1.5451506660319865,,,301.6487319469452,2440,1040,0.04509072466122367,,2026-07-15T11:25:05+00:00,25b36f1a2f1253176feedc9714fe764b258788c8,,2704482.90909089,objective_value_seconds,2582535.8148860876,best_bound,301.6487319469452,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,85,reported_objective_units,3435543.6363636353,0.05212593078613281,-2.5579538487363607e-13,239.3975088596344,301.516902923584,301.6487319469452,2704482.9090908896,2582535.8148860876,41,2766151.6363636362,2563461.978691098,2706259.999999971,2572877.3123945924,2704978.999999972,2579612.6920013963,2704482.9090908896,2581248.893056409,300.0,,,,,,,,,,,,,
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T112539Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time.json,root,combined_formulations_20260715,artifact_snapshot,three_station_v0,,,,time_limit,,,,1200.0,,,900.0,82398,233193,,,1.9057676668744534,,,900.2002689838409,2436,1044,0.0649987735804208,,,,,2704596.7272727126,objective_value_seconds,2528801.2569703665,best_bound,900.2002689838409,runtime_seconds,,,,,15,reported_objective_verify_domain,solver_runtime,143,reported_objective_units,3435543.6363636353,0.061712026596069336,-1.3926637620897964e-12,353.355731010437,877.7161209583282,900.2002689838409,2704596.7272727126,2528801.2569703665,49,3028653.090909046,2463202.3554474544,2707295.3636363605,2504828.7617294486,2704713.454545449,2526950.5066153193,2704689.0909083514,2528471.597183574,,,2704596.7272727126,2528471.597183574,,,,,,,,,,
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85/three_station_v0/ean_passenger_service_journey_time.json,root,combined_formulations_20260715,artifact_snapshot,three_station_v0,,,,time_limit,,,,1200.0,,,900.0,74734,166756,,,1.5303032910451293,,,900.1732659339905,2448,1032,0.030914696621329295,,,,,2704423.3636363596,objective_value_seconds,2620816.9358139066,best_bound,900.1732659339905,runtime_seconds,,,,,15,reported_objective_verify_domain,solver_runtime,168,reported_objective_units,3435543.6363636353,0.05208182334899902,-2.5579538487363607e-13,896.6030979156494,900.1732659339905,900.1732659339905,2704423.3636363596,2620816.9358139066,44,2713980.999999876,2563912.7250973214,2706008.3636363447,2576639.366341198,2704978.999999972,2579612.6920013963,2704482.9090908896,2584315.924913137,,,2704460.7272727108,2613854.7820507963,,,,,,,,,,
benchmarks/output/combined_formulations_20260715/three_station_15min/results/20260715T112539Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,root,combined_formulations_20260715,result_document,three_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,82398,233193,,,1.9057676668744534,,,900.2002689838409,2436,1044,0.0649987735804208,,2026-07-15T11:40:42+00:00,3d4eb3e527df42c066f410eeb7533dffda6fe3ec,,2704596.7272727126,objective_value_seconds,2528801.2569703665,best_bound,900.2002689838409,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,143,reported_objective_units,3435543.6363636353,0.061712026596069336,-1.3926637620897964e-12,353.355731010437,877.7161209583282,900.2002689838409,2704596.7272727126,2528801.2569703665,49,3028653.090909046,2463202.3554474544,2707295.3636363605,2504828.7617294486,2704713.454545449,2526950.5066153193,2704689.0909083514,2528471.597183574,900.0,,2704596.7272727126,2528471.597183574,,,,,,,,,,
benchmarks/output/combined_formulations_20260715/three_station_15min/results/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85.json,root,combined_formulations_20260715,result_document,three_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,74734,166756,,,1.5303032910451293,,,900.1732659339905,2448,1032,0.030914696621329295,,2026-07-15T11:55:58+00:00,3d4eb3e527df42c066f410eeb7533dffda6fe3ec,,2704423.3636363596,objective_value_seconds,2620816.9358139066,best_bound,900.1732659339905,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,168,reported_objective_units,3435543.6363636353,0.05208182334899902,-2.5579538487363607e-13,896.6030979156494,900.1732659339905,900.1732659339905,2704423.3636363596,2620816.9358139066,44,2713980.999999876,2563912.7250973214,2706008.3636363447,2576639.366341198,2704978.999999972,2579612.6920013963,2704482.9090908896,2584315.924913137,900.0,,2704460.7272727108,2613854.7820507963,,,,,,,,,,
benchmarks/output/ddd_audit_post_refactor/selective_raw_core_20/five_station_circle_cw_half_skip_no_wait_v0.json,root,ddd_audit_post_refactor,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,anonymous_passenger_master,journey_time,feasible_with_gap,,,,1200.0,,,,,,,,,,0.005313500063493848,54.94113258400466,,,,,2026-08-17T11:29:57.556967+00:00,,,1422004.210176,global_upper_bound,409360.3827920011,global_lower_bound,54.94113258400466,solve_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,20,reported_objective_units,1422004.210176,2.5042840410023928,409360.3827920009,,,51.712698749033734,1422004.210176,409360.3827920009,0,1422004.210176,409360.3827920011,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_audit_post_refactor/trajectory_root_cg_pair_only_30r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,root,ddd_audit_post_refactor,result_document,five_station_circle_cw_half_skip_no_wait_v0,19,fixed_starts_no_wait_exact_root_column_generation,journey_time,optimal_root_lp,,,,1200.0,,,,,,,,,,,,,,0.0003246108154882884,,2026-08-17T13:07:01.833112+00:00,,True,556809.5681839999,best_upper_bound,556628.821776,certified_lower_bound,408.23135545803234,total_seconds,,,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,21,reported_objective_units,668768.9931919998,9.367676082998514,23025.949320000014,371.4353917915141,405.7572357915342,405.7572357915342,556809.5681839999,556628.821776,13,668768.9931919998,488961.2717809658,668768.9931919998,502535.423391064,572136.4581439999,549406.7511103868,558055.5012,554387.7499520001,,,,,,,,,,,,,,
benchmarks/output/ddd_branch_price_gate_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_branch_price_gate_k20,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,time_limit_with_certified_interval,2c53481066e498cc29ec206e717911f55d1ac30296cdc5cb8ac05139b35fbd01,balanced_reference,skip_stop,1200.0,,True,300.0,,,,,,,,,,,0.17586114062445468,no total budget remained for required proof pricing,2026-08-25T14:01:14.418781+00:00,,False,635519.9980799999,best_upper_bound,523756.7263279999,certified_lower_bound,316.0625880410662,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,16,reported_objective_units,635519.9980799999,9.23195891699288,7892.728340000031,,172.16429737687577,172.16429737687577,635519.9980799999,523756.7263279999,0,635519.9980799999,486320.2417439999,635519.9980799999,512303.6082595033,635519.9980799999,522065.18656981585,,,,,,,,,,,,,,,,
benchmarks/output/ddd_branch_price_gate_k20_prepare/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_branch_price_gate_k20_prepare,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,iteration_limit_with_certified_interval,2c53481066e498cc29ec206e717911f55d1ac30296cdc5cb8ac05139b35fbd01,balanced_reference,skip_stop,1200.0,,True,60.0,,,,,,,,,,,0.33254256739438937,trajectory root column-generation iteration limit exhausted,2026-08-25T13:55:45.497778+00:00,,False,635519.9980799999,best_upper_bound,424182.5462879994,certified_lower_bound,18.494761583860964,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,2,reported_objective_units,635519.9980799999,9.356459500035271,7892.728340000031,,18.149000665987842,18.149000665987842,635519.9980799999,424182.5462879994,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_branch_price_gate_k39_10m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_branch_price_gate_k39_10m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.78101164686255,,2026-08-25T16:10:57.692132+00:00,,True,1441586.411136,best_upper_bound,315690.63407999947,certified_lower_bound,340.1475369170075,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,15,reported_objective_units,1441586.411136,22.68318270810414,0.0,,334.8289367069956,334.8289367069956,1441586.411136,315690.63407999947,0,1441586.411136,0.0,1441586.411136,0.0,1441586.411136,298100.42649599985,1441586.411136,315509.9339759998,,,,,,,,,,,,,,
benchmarks/output/ddd_branch_price_gate_k39_arcflow_10m/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_skip_stop_k39/result.json,root,ddd_branch_price_gate_k39_arcflow_10m,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,,journey_time,time_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,,,not_run,,,556678,42471,312833,17.794026290997863,6.149595708004199,5.057278332998976,570.9960813330254,,,0.7174103806107264,,,,,1441586.411136,validated_upper_bound,407377.3552396712,certified_lower_bound,600.8154777910095,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_branch_price_gate_k39_smoke/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_branch_price_gate_k39_smoke,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,39,exact_root_column_generation,journey_time,iteration_limit_with_certified_interval,2f82126c06273d2299ab258ca5c5d92acc9d83d829360422f8473c26521cc0f0,balanced_reference,skip_stop,1200.0,,True,120.0,,,,,,,,,,,1.0,trajectory root column-generation iteration limit exhausted,2026-08-25T16:05:01.263512+00:00,,False,1441586.411136,best_upper_bound,0.0,certified_lower_bound,26.11295770900324,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,1441586.411136,22.17463174997829,0.0,,,22.17463174997829,1441586.411136,0.0,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_branch_price_smoke/three_station_exhaustive_trajectory_bound_v0__journey_time.json,root,ddd_branch_price_smoke,result_document,three_station_exhaustive_trajectory_bound_v0,3,exact_root_column_generation,journey_time,integer_optimal,729d803a0843623bfc041dd4d446c1132759ad5693d1a1de0439d513cc2be433,legacy,skip_stop,250.0,,True,30.0,,,,,,,,,,,0.0,,2026-08-25T13:51:18.749853+00:00,,True,860821.818136,best_upper_bound,860821.818136,certified_lower_bound,0.04641958302818239,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,2,reported_objective_units,860821.818136,0.01432754099369049,854207.418112,,0.029215416056104004,0.029215416056104004,860821.818136,860821.818136,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_delayed_waiting_budget_smoke/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_0p5h.json,root,ddd_delayed_waiting_budget_smoke,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,anonymous_passenger_master,journey_time,time_limit_with_certified_interval,,canonical_rope,skip_stop,1200.0,,,3.0,,,,,,,0.034742083051241934,3.0345539581030607,,,,,2026-08-26T14:52:33.553874+00:00,,,,,402823.0911999992,global_lower_bound,3.0345539581030607,solve_seconds,"{""domain"": ""bounded_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [[""A"", 3.0], [""B"", 3.0], [""C"", 3.0], [""D"", 3.0], [""E"", 3.0]], ""step_seconds"": 1.0}",,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_delayed_waiting_passenger_pilot_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0.json,root,ddd_delayed_waiting_passenger_pilot_k20,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,anonymous_passenger_master,journey_time,feasible_with_gap,,canonical_rope,skip_stop,1200.0,,,,,,,,,,0.03459166700486094,14.908951750025153,,,,,2026-08-26T13:31:48.253559+00:00,,,1335852.90372,global_upper_bound,402823.0911999992,global_lower_bound,14.908951750025153,solve_seconds,"{""domain"": ""bounded_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [[""A"", 3.0], [""B"", 3.0], [""C"", 3.0], [""D"", 3.0], [""E"", 3.0]], ""step_seconds"": 1.0}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,2,reported_objective_units,1335852.90372,5.1531315830070525,402823.0911999992,,,10.39014487399254,1335852.90372,402823.0911999992,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_delayed_waiting_passenger_pilot_k20_v2/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_0p5h.json,root,ddd_delayed_waiting_passenger_pilot_k20_v2,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,anonymous_passenger_master,journey_time,feasible_with_gap,,canonical_rope,skip_stop,1200.0,,,,,,,,,,0.035571582964621484,15.508148542023264,,,,,2026-08-26T13:50:09.410045+00:00,,,1335852.90372,global_upper_bound,402823.0911999992,global_lower_bound,15.508148542023264,solve_seconds,"{""domain"": ""bounded_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [[""A"", 3.0], [""B"", 3.0], [""C"", 3.0], [""D"", 3.0], [""E"", 3.0]], ""step_seconds"": 1.0}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,2,reported_objective_units,1335852.90372,5.430430041975342,402823.0911999992,,,10.905253292061388,1335852.90372,402823.0911999992,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_delayed_waiting_pilot_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0.json,root,ddd_delayed_waiting_pilot_k20,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,movement_feasibility,none,optimal,,canonical_rope,skip_stop,1200.0,,,,,,,,,,0.03483070805668831,4.421570583013818,,,,,2026-08-26T13:31:14.602556+00:00,,,0.0,global_upper_bound,0.0,global_lower_bound,4.421570583013818,solve_seconds,"{""domain"": ""bounded_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [[""A"", 3.0], [""B"", 3.0], [""C"", 3.0], [""D"", 3.0], [""E"", 3.0]], ""step_seconds"": 1.0}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,0.0,4.404074833961204,0.0,,,4.404074833961204,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_0h.json,root,ddd_delayed_waiting_shared_budget_k20,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,anonymous_passenger_master,journey_time,time_limit_with_certified_interval,,canonical_rope,skip_stop,1200.0,,,20.0,,,,,,,0.03176258399616927,20.17791208298877,,,,,2026-08-26T14:45:08.012769+00:00,,,660412.2004640001,global_upper_bound,403367.09119999944,global_lower_bound,20.17791208298877,solve_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,7,reported_objective_units,660412.2004640001,2.4449935000156984,402823.0911999992,,12.350804208079353,15.948589083040133,660412.2004640001,403367.09119999944,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_0p5h.json,root,ddd_delayed_waiting_shared_budget_k20,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,anonymous_passenger_master,journey_time,time_limit_with_certified_interval,,canonical_rope,skip_stop,1200.0,,,20.0,,,,,,,0.03502645797561854,21.706382042029873,,,,,2026-08-26T14:45:30.489713+00:00,,,1335852.90372,global_upper_bound,402823.0911999992,global_lower_bound,21.706382042029873,solve_seconds,"{""domain"": ""bounded_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [[""A"", 3.0], [""B"", 3.0], [""C"", 3.0], [""D"", 3.0], [""E"", 3.0]], ""step_seconds"": 1.0}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,3,reported_objective_units,1335852.90372,5.1217235419899225,402823.0911999992,,,15.475388042046688,1335852.90372,402823.0911999992,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_1h.json,root,ddd_delayed_waiting_shared_budget_k20,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,anonymous_passenger_master,journey_time,time_limit_with_certified_interval,,canonical_rope,skip_stop,1200.0,,,20.0,,,,,,,0.03471699997317046,20.36548241705168,,,,,2026-08-26T14:45:51.625444+00:00,,,1319755.5518880002,global_upper_bound,403367.09119999944,global_lower_bound,20.36548241705168,solve_seconds,"{""domain"": ""bounded_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [[""A"", 5.0], [""B"", 5.0], [""C"", 5.0], [""D"", 5.0], [""E"", 5.0]], ""step_seconds"": 1.0}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,3,reported_objective_units,1319755.5518880002,5.299082542071119,402823.0911999992,,14.734612917993218,14.734612917993218,1319755.5518880002,403367.09119999944,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_2h.json,root,ddd_delayed_waiting_shared_budget_k20,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,anonymous_passenger_master,journey_time,time_limit_with_certified_interval,,canonical_rope,skip_stop,1200.0,,,20.0,,,,,,,0.03439779195468873,20.016757000004873,,,,,2026-08-26T14:46:12.411831+00:00,,,,,403911.0911999992,global_lower_bound,20.016757000004873,solve_seconds,"{""domain"": ""bounded_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [[""A"", 10.0], [""B"", 10.0], [""C"", 10.0], [""D"", 10.0], [""E"", 10.0]], ""step_seconds"": 1.0}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,3,reported_objective_units,,,402823.0911999992,,14.074241876136512,14.074241876136512,,403911.0911999992,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_5h.json,root,ddd_delayed_waiting_shared_budget_k20,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,anonymous_passenger_master,journey_time,time_limit_with_certified_interval,,canonical_rope,skip_stop,1200.0,,,20.0,,,,,,,0.036111292080022395,20.024621375021525,,,,,2026-08-26T14:46:33.204160+00:00,,,,,402823.0911999992,global_lower_bound,20.024621375021525,solve_seconds,"{""domain"": ""bounded_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [[""A"", 24.0], [""B"", 24.0], [""C"", 24.0], [""D"", 24.0], [""E"", 24.0]], ""step_seconds"": 1.0}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,2,reported_objective_units,,,402823.0911999992,,,9.373274208046496,,402823.0911999992,0,,,,,,,,,,,,,,,,,,,,,,
