source,bytes,classification,records
benchmarks/output/oip_mip_start_comparison_20260720_v2/artifacts/20260720T182404Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time.json,134477,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/artifacts/20260720T182404Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,88181,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720_v2/artifacts/20260720T182404Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_physical_replay.json,276044,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720_v2/artifacts/20260720T182404Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/scenario.json,23931,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720_v2/artifacts/20260720T182404Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/manifest.json,3831,support_or_manifest,0
benchmarks/output/oip_mip_start_comparison_20260720_v2/results/20260720T174337Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening.json,16138,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/results/20260720T174838Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening.json,17140,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/results/20260720T175343Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening.json,11924,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/results/20260720T175845Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening.json,17485,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/results/20260720T180348Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening.json,24110,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/results/20260720T180850Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening.json,25703,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/results/20260720T181353Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening.json,8618,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/results/20260720T181859Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening.json,8252,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/results/20260720T182404Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening.json,7472,result_or_diagnostic,1
benchmarks/output/oip_mip_start_comparison_20260720_v2/summary.json,6880,result_or_diagnostic,9
benchmarks/output/oip_mip_start_debug/artifacts/20260720T173911Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/discrete_dt_0p5.json,1696520,support_or_manifest,0
benchmarks/output/oip_mip_start_debug/artifacts/20260720T173911Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_build_artifact.json,9260242,support_or_manifest,0
benchmarks/output/oip_mip_start_debug/artifacts/20260720T173911Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time.json,4783,result_or_diagnostic,1
benchmarks/output/oip_mip_start_debug/artifacts/20260720T173911Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,693,support_or_manifest,0
benchmarks/output/oip_mip_start_debug/artifacts/20260720T173911Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_physical_replay.json,156,support_or_manifest,0
benchmarks/output/oip_mip_start_debug/artifacts/20260720T173911Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/scenario.json,23931,support_or_manifest,0
benchmarks/output/oip_mip_start_debug/artifacts/20260720T173911Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/manifest.json,3831,support_or_manifest,0
benchmarks/output/oip_mip_start_debug/results/20260720T173911Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening.json,5659,result_or_diagnostic,1
benchmarks/output/oip_mip_start_debug_conditional/artifacts/20260720T174311Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/discrete_dt_0p5.json,1696520,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_conditional/artifacts/20260720T174311Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_build_artifact.json,9260242,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_conditional/artifacts/20260720T174311Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time.json,132737,result_or_diagnostic,1
benchmarks/output/oip_mip_start_debug_conditional/artifacts/20260720T174311Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,88180,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_conditional/artifacts/20260720T174311Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_physical_replay.json,276043,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_conditional/artifacts/20260720T174311Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/scenario.json,23931,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_conditional/artifacts/20260720T174311Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/manifest.json,3831,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_conditional/results/20260720T174311Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening.json,5798,result_or_diagnostic,1
benchmarks/output/oip_mip_start_debug_fixed/artifacts/20260720T174006Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/discrete_dt_0p5.json,1696520,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_fixed/artifacts/20260720T174006Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_build_artifact.json,9260242,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_fixed/artifacts/20260720T174006Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time.json,4798,result_or_diagnostic,1
benchmarks/output/oip_mip_start_debug_fixed/artifacts/20260720T174006Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_movement_plan.json,693,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_fixed/artifacts/20260720T174006Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/ean_passenger_service_journey_time_physical_replay.json,156,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_fixed/artifacts/20260720T174006Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_skip_no_wait_v0/scenario.json,23931,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_fixed/artifacts/20260720T174006Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/manifest.json,3831,support_or_manifest,0
benchmarks/output/oip_mip_start_debug_fixed/results/20260720T174006Z__five_station_optimized_initial_placement_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening.json,5710,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085710Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/manifest.json,3266,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085710Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085710Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085710Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time.json,270023,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085710Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,209646,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085710Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,532347,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085710Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085719Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/manifest.json,3266,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085719Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085719Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085719Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time.json,270265,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085719Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,209646,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085719Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,532347,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085719Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085733Z__five_station_v0__ean_passenger_journey_time__exact_optimality__all/five_station_v0/discrete_dt_0p5.json,2747959,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085733Z__five_station_v0__ean_passenger_journey_time__exact_optimality__all/five_station_v0/ean_build_artifact.json,72494280,large_support_artifact_not_loaded,
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085733Z__five_station_v0__ean_passenger_journey_time__exact_optimality__all/five_station_v0/ean_passenger_service_journey_time.json,564597,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085733Z__five_station_v0__ean_passenger_journey_time__exact_optimality__all/five_station_v0/ean_passenger_service_journey_time_movement_plan.json,485121,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085733Z__five_station_v0__ean_passenger_journey_time__exact_optimality__all/five_station_v0/ean_passenger_service_journey_time_physical_replay.json,1100068,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085733Z__five_station_v0__ean_passenger_journey_time__exact_optimality__all/five_station_v0/scenario.json,32560,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085733Z__five_station_v0__ean_passenger_journey_time__exact_optimality__all/manifest.json,3264,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085754Z__five_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/five_station_v0/discrete_dt_0p5.json,2747959,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085754Z__five_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/five_station_v0/ean_build_artifact.json,72494280,large_support_artifact_not_loaded,
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085754Z__five_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/five_station_v0/ean_passenger_service_journey_time.json,564838,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085754Z__five_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/five_station_v0/ean_passenger_service_journey_time_movement_plan.json,485121,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085754Z__five_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/five_station_v0/ean_passenger_service_journey_time_physical_replay.json,1100068,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085754Z__five_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/five_station_v0/scenario.json,32560,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/artifacts/20260715T085754Z__five_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/manifest.json,3264,support_or_manifest,0
benchmarks/output/phase2_unary_slots/smoke/results/20260715T085710Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,4212,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/smoke/results/20260715T085719Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot.json,5174,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/smoke/results/20260715T085733Z__five_station_v0__ean_passenger_journey_time__exact_optimality__all.json,4197,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/smoke/results/20260715T085754Z__five_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot.json,5158,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T090956Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/manifest.json,3266,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T090956Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T090956Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T090956Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time.json,329755,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T090956Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208540,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T090956Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533065,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T090956Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T091506Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/manifest.json,3266,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T091506Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T091506Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T091506Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time.json,335584,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T091506Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208395,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T091506Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,535029,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T091506Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092016Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/manifest.json,3266,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092016Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092016Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092016Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time.json,335594,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092016Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208395,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092016Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,535029,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092016Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092530Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/manifest.json,3266,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092530Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092530Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092530Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time.json,330065,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092530Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208540,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092530Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533065,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T092530Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093042Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/manifest.json,3266,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093042Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093042Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093042Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time.json,330071,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093042Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208540,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093042Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533065,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093042Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093553Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/manifest.json,3266,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093553Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
